medal_type,medal_code,medal_date,name,country_code,gender,discipline,event,event_type,url_event,code,age
Silver,2,2024-08-11,Matthew RICHARDSON,AUS,M,Cycling Track,Men's Keirin,ATH,/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------,1940263,25.0
Bronze,3,2024-08-11,Matthew GLAETZER,AUS,M,Cycling Track,Men's Keirin,ATH,/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------,1940262,31.0
Gold,1,2024-08-11,Jennifer VALENTE,USA,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--,1955106,29.0
Silver,2,2024-08-11,Daria PIKULIK,POL,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--,1572953,27.0
Bronze,3,2024-08-11,Ally WOLLASTON,NZL,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--,1945080,23.0
Gold,1,2024-08-11,Ellesse ANDREWS,NZL,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------,1945040,24.0
Silver,2,2024-08-11,Lea FRIEDRICH,GER,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------,1889704,24.0
Bronze,3,2024-08-11,Emma FINUCANE,GBR,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------,1912522,21.0
Gold,1,2024-08-11,Denmark,DEN,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000100--,HBLMTEAM7---DEN01,
Silver,2,2024-08-11,Germany,GER,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000100--,HBLMTEAM7---GER01,
Bronze,3,2024-08-11,Spain,ESP,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000200--,HBLMTEAM7---ESP01,
Gold,1,2024-08-11,Michelle GULYAS,HUN,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--,1936619,23.0
Silver,2,2024-08-11,Elodie CLOUVEL,FRA,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--,1545116,35.0
Bronze,3,2024-08-11,SEONG Seungmin,KOR,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--,1786902,21.0
Gold,1,2024-08-11,Italy,ITA,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,VVOWTEAM6---ITA01,
Silver,2,2024-08-11,United States,USA,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--,VVOWTEAM6---USA01,
Gold,1,2024-08-11,Serbia,SRB,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,WPOMTEAM7---SRB01,
Silver,2,2024-08-11,Croatia,CRO,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--,WPOMTEAM7---CRO01,
Bronze,3,2024-08-11,United States,USA,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--,WPOMTEAM7---USA01,
Gold,1,2024-08-11,LI Wenwen,CHN,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--,1918376,24.0
Silver,2,2024-08-11,PARK Hyejeong,KOR,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--,1894414,21.0
Bronze,3,2024-08-11,Emily CAMPBELL,GBR,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--,1544179,30.0
Gold,1,2024-08-11,KIYOOKA Kotaro,JPN,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--,1939700,23.0
Silver,2,2024-08-11,Rahman AMOUZADKHALILI,IRI,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--,1544830,22.0
Bronze,3,2024-08-11,Sebastian C RIVERA,PUR,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000100--,1537188,25.0
Bronze,3,2024-08-11,Islam DUDAEV,ALB,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000200--,1559387,29.0
Gold,1,2024-08-11,Akhmed TAZHUDINOV,BRN,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--,1540305,21.0
Silver,2,2024-08-11,Givi MATCHARASHVILI,GEO,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--,1552495,27.0
Bronze,3,2024-08-11,Magomedkhan MAGOMEDOV,AZE,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000100--,1981785,26.0
Bronze,3,2024-08-11,Amirali AZARPIRA,IRI,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000200--,1543095,22.0
Gold,1,2024-08-11,KAGAMI Yuka,JPN,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,1939701,22.0
Silver,2,2024-08-11,Kennedy Alexis BLADES,USA,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--,1955344,20.0
Bronze,3,2024-08-11,Milaimy de la Carid. MARIN POTRILLE,CUB,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000100--,1571936,23.0
Bronze,3,2024-08-11,Tatiana RENTERIA RENTERIA,COL,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000200--,1535513,23.0
